category,post_index,filename,window_title,scraped_at,raw,cleaned,label_disruption,label_type,source
mrtkajang问题 - 小红书搜索 - Google Chrome,45,mock_post_45.png,mrtkajang问题 - 小红书搜索 - Google Chrome,2026-02-22T08:45:00,"City transit watcher
focus on
Routine travel post about route tips and fare sharing at Universiti.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2026-11-28
There are 9 comments in total
author
reply
Show 3 replies
Say something",Routine travel post about route tips and fare sharing at Universiti People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2026 11 28 There are 9 comments in total author reply Show 3 replies Say something,0,normal_travel_tip,synthetic_mock
lrt is bad again - Xiaohongshu search - Google Chrome,46,mock_post_46.png,lrt is bad again - Xiaohongshu search - Google Chrome,2026-02-22T08:46:00,"Xiaoxuan Talk Malaysia Official
focus on
Commuters reported long queue and train delay after track maintenance at Universiti station at Kelana Jaya.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 9 comments in total
author
reply
Show 1 replies
Say something",Commuters reported long queue and train delay after track maintenance at Universiti station at Kelana Jaya Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 9 comments in total author reply Show 1 replies Say something,1,incident_delay,synthetic_mock
mrtkajang问题 - 小红书搜索 - Google Chrome,47,mock_post_47.png,mrtkajang问题 - 小红书搜索 - Google Chrome,2026-02-22T08:47:00,"City transit watcher
focus on
Commuting to work was smooth and station crowd level was manageable today at Pasar Seni.
People shared regular commute and station photos
No emergency notice was posted
There are 6 comments in total
author
reply
Show 3 replies
Say something",Commuting to work was smooth and station crowd level was manageable today at Pasar Seni People shared regular commute and station photos No emergency notice was posted There are 6 comments in total author reply Show 3 replies Say something,0,normal_commute,synthetic_mock
mrt fault - 小红书搜索 - Google Chrome,48,mock_post_48.png,mrt fault - 小红书搜索 - Google Chrome,2026-02-22T08:48:00,"Little Red Potato 66A1
focus on
Passengers were asked to get off at Pasar Seni due to train fault and wait for replacement at Wangsa Maju.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2024-12-05
There are 18 comments in total
author
reply
Show 1 replies
Say something",Passengers were asked to get off at Pasar Seni due to train fault and wait for replacement at Wangsa Maju Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2024 12 05 There are 18 comments in total author reply Show 1 replies Say something,1,incident_train_fault,synthetic_mock
lrtkelanajaya线 - 小红书搜索 - Google Chrome,49,mock_post_49.png,lrtkelanajaya线 - 小红书搜索 - Google Chrome,2026-02-22T08:49:00,"Ootashi store
focus on
Routine travel post about route tips and fare sharing at Masjid Jamek.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2024-05-12
There are 2 comments in total
author
reply
Show 2 replies
Say something",Routine travel post about route tips and fare sharing at Masjid Jamek People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2024 05 12 There are 2 comments in total author reply Show 2 replies Say something,0,normal_travel_tip,synthetic_mock
lrtkelanajaya故障 - 小红书搜索 - Google Chrome,50,mock_post_50.png,lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2026-02-22T08:50:00,"City transit watcher
focus on
Kelana Jaya line maintenance phase affected frequency and caused crowding at stations at Universiti.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2026-07-20
There are 5 comments in total
author
reply
Show 1 replies
Say something",Kelana Jaya line maintenance phase affected frequency and caused crowding at stations at Universiti Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2026 07 20 There are 5 comments in total author reply Show 1 replies Say something,1,incident_maintenance_impact,synthetic_mock
lrtkelanajaya故障 - 小红书搜索 - Google Chrome,51,mock_post_51.png,lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2026-02-22T08:51:00,"Xiaoxuan Talk Malaysia Official
focus on
Service update says all lines are stable with no major delay this morning at Wangsa Maju.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2025-07-26
There are 8 comments in total
author
reply
Show 2 replies
Say something",Service update says all lines are stable with no major delay this morning at Wangsa Maju People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2025 07 26 There are 8 comments in total author reply Show 2 replies Say something,0,normal_update,synthetic_mock
lrtkelanajaya线 - 小红书搜索 - Google Chrome,52,mock_post_52.png,lrtkelanajaya线 - 小红书搜索 - Google Chrome,2026-02-22T08:52:00,"Rapid commuter diary
focus on
Kelana Jaya line maintenance phase affected frequency and caused crowding at stations at KLCC.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 16 comments in total
author
reply
Show 1 replies
Say something",Kelana Jaya line maintenance phase affected frequency and caused crowding at stations at KLCC Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 16 comments in total author reply Show 1 replies Say something,1,incident_maintenance_impact,synthetic_mock
lrt is bad again - Xiaohongshu search - Google Chrome,53,mock_post_53.png,lrt is bad again - Xiaohongshu search - Google Chrome,2026-02-22T08:53:00,"Leisurely kitten
focus on
No disruption observed and transfer between lines completed without waiting at Putra Heights.
People shared regular commute and station photos
No emergency notice was posted
There are 8 comments in total
author
reply
Show 1 replies
Say something",No disruption observed and transfer between lines completed without waiting at Putra Heights People shared regular commute and station photos No emergency notice was posted There are 8 comments in total author reply Show 1 replies Say something,0,normal_no_incident,synthetic_mock
🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,54,mock_post_54.png,🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,2026-02-22T08:54:00,"Rapid commuter diary
focus on
Kelana Jaya line maintenance phase affected frequency and caused crowding at stations at Universiti.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2024-05-12
There are 17 comments in total
author
reply
Show 2 replies
Say something",Kelana Jaya line maintenance phase affected frequency and caused crowding at stations at Universiti Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2024 05 12 There are 17 comments in total author reply Show 2 replies Say something,1,incident_maintenance_impact,synthetic_mock
lrt klcc - 小红书搜索 - Google Chrome,55,mock_post_55.png,lrt klcc - 小红书搜索 - Google Chrome,2026-02-22T08:55:00,"Xiaoxuan Talk Malaysia Official
focus on
Routine travel post about route tips and fare sharing at Putra Heights.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2025-03-19
There are 9 comments in total
author
reply
Show 1 replies
Say something",Routine travel post about route tips and fare sharing at Putra Heights People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2025 03 19 There are 9 comments in total author reply Show 1 replies Say something,0,normal_travel_tip,synthetic_mock
🇲🇾LRT KelanajayaLine通告，列车降速 - 小红书 - Google Chrome,56,mock_post_56.png,🇲🇾LRT KelanajayaLine通告，列车降速 - 小红书 - Google Chrome,2026-02-22T08:56:00,"Leisurely kitten
focus on
Passengers were asked to get off at Pasar Seni due to train fault and wait for replacement at Wangsa Maju.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 11 comments in total
author
reply
Show 2 replies
Say something",Passengers were asked to get off at Pasar Seni due to train fault and wait for replacement at Wangsa Maju Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 11 comments in total author reply Show 2 replies Say something,1,incident_train_fault,synthetic_mock
lrt is bad again - Xiaohongshu search - Google Chrome,57,mock_post_57.png,lrt is bad again - Xiaohongshu search - Google Chrome,2026-02-22T08:57:00,"Rapid commuter diary
focus on
Routine travel post about route tips and fare sharing at KLCC.
People shared regular commute and station photos
No emergency notice was posted
There are 7 comments in total
author
reply
Show 2 replies
Say something",Routine travel post about route tips and fare sharing at KLCC People shared regular commute and station photos No emergency notice was posted There are 7 comments in total author reply Show 2 replies Say something,0,normal_travel_tip,synthetic_mock
